Dpse_gene,Dmel_gene,Type,Share_by_Dsub
LOC4814592,amx,Single copy gene,1
LOC4814594,Gs2,Single copy gene,1
LOC4814595,et,Single copy gene,1
LOC4814597,Nup205,Single copy gene,1
LOC4814598,CG8568,Single copy gene,1
LOC4814599,mei-218,Single copy gene,1
LOC4814600,Ada3,Single copy gene,1
LOC4814601,scu,Single copy gene,1
LOC4814603,nmdyn-D6,Single copy gene,1
LOC4814604,cm,Single copy gene,1
LOC4814605,CG32736,Single copy gene,1
LOC4814606,CG17959,Single copy gene,1
LOC4814608,Edem1,Single copy gene,1
LOC4814612,CG6398,Single copy gene,1
LOC4814613,Socs16D,Single copy gene,1
LOC4814614,Smox,Single copy gene,1
LOC4814618,Yp3,Single copy gene,1
LOC4814621,r-cup,Single copy gene,1
LOC4814623,para,Single copy gene,1
LOC4814624,CG17065,Single copy gene,1
LOC4814628,hop,Single copy gene,1
LOC4814629,Cdc42,Single copy gene,1
LOC4814631,Rbcn-3A,Single copy gene,1
LOC4814634,rictor,Single copy gene,1
LOC4814636,Arp8,Single copy gene,1
LOC4814637,CG10959,Single copy gene,1
LOC4814643,pot,Single copy gene,1
LOC4814644,CG12065,Single copy gene,1
LOC4814648,CG11095,Single copy gene,1
LOC4814649,CG15370,Single copy gene,1
LOC4814650,Btnd,Single copy gene,1
LOC4814651,Efr,Single copy gene,1
LOC4814652,CG15198,Single copy gene,1
LOC4814653,CCT2,Single copy gene,1
LOC4814654,CG12995,Single copy gene,1
LOC4814656,Uba5,Single copy gene,1
LOC4814659,Neb-cGP,Single copy gene,1
LOC4814662,dpr18,Single copy gene,1
LOC4814663,Nipsnap,Single copy gene,1
LOC4814665,Top3beta,Single copy gene,1
LOC4814666,CG6903,Single copy gene,1
LOC4814667,CG9941,Single copy gene,1
LOC4814673,CG5928,Single copy gene,1
LOC4814676,g,Single copy gene,1
LOC4814678,CG14414,Single copy gene,1
LOC4814680,CG9578,Single copy gene,1
LOC4814681,CG9581,Single copy gene,1
LOC4814682,RpS6,Single copy gene,1
LOC4814683,ase,Single copy gene,1
LOC4814684,rdgB,Single copy gene,1
LOC4814687,CG2685,Single copy gene,1
LOC4814688,Axs,Single copy gene,1
LOC4814689,tty,Single copy gene,1
LOC4814690,CG1486,Single copy gene,1
LOC4814692,sev,Single copy gene,1
LOC4814693,Hmr,Single copy gene,1
LOC4814695,CG2124,Single copy gene,1
LOC4814696,Myo10A,Single copy gene,1
LOC4814697,C901,Single copy gene,1
LOC4814700,dgt4,Single copy gene,1
LOC4814702,tgy,Single copy gene,1
LOC4814704,CG8028,Single copy gene,1
LOC4814705,yl,Single copy gene,1
LOC4814706,CG13403,Single copy gene,1
LOC4814709,meso18E,Single copy gene,1
LOC4814711,CG2004,Single copy gene,1
LOC4814716,RpL36,Single copy gene,1
LOC4814717,Smyd3,Single copy gene,1
LOC4814718,Cyp4g15,Single copy gene,1
LOC4814719,CG43155,Single copy gene,1
LOC4814720,Ahcy,Single copy gene,1
LOC4814721,sdt,Single copy gene,1
LOC4814724,CG15336,Single copy gene,1
LOC4814725,CG32683,Single copy gene,1
LOC4814726,RpL35,Single copy gene,1
LOC4814727,CG15202,Single copy gene,1
LOC4814729,trr,Single copy gene,1
LOC4814730,Pa1,Single copy gene,1
LOC4814731,CG14231,Single copy gene,1
LOC4814732,CG9400,Single copy gene,1
LOC4814733,CG6867,Single copy gene,1
LOC4814736,hdm,Single copy gene,1
LOC4814737,CG6428,Single copy gene,1
LOC4814738,Vap33,Single copy gene,1
LOC4814739,CG12056,Single copy gene,1
LOC4814740,CG11151,Single copy gene,1
LOC4814741,CG8326,Single copy gene,1
LOC4814745,Gr8a,Single copy gene,1
LOC4814746,CG5937,Single copy gene,1
LOC4814747,CG4025,Single copy gene,1
LOC4814748,XRCC1,Single copy gene,1
LOC4814749,Cpr12A,Single copy gene,1
LOC4814751,CG14416,Single copy gene,1
LOC4814754,Imp,Single copy gene,1
LOC4814756,Nna1,Single copy gene,1
LOC4814757,Vsp37A,Single copy gene,1
LOC4814759,eIF2alpha,Single copy gene,1
LOC4814760,elav,Single copy gene,1
LOC4814763,CG7992,Single copy gene,1
LOC4814764,CG7889,Single copy gene,1
LOC4814772,Spase25,Single copy gene,1
LOC4814774,CG1958,Single copy gene,1
LOC4814775,CG5004,Single copy gene,1
LOC4814776,schlank,Single copy gene,1
LOC4814777,antdh,Single copy gene,1
LOC4814779,disco,Single copy gene,1
LOC4814780,Ir7b,Single copy gene,1
LOC4814784,org-1,Single copy gene,1
LOC4814787,Cyp6v1,Single copy gene,1
LOC4814788,Pp2C1,Single copy gene,1
LOC4814789,X11L,Single copy gene,1
LOC4814790,CG9114,Single copy gene,1
LOC4814791,HDAC6,Single copy gene,1
LOC4814793,Mur18B,Single copy gene,1
LOC4814794,Muc18B,Single copy gene,1
LOC4814796,CG12111,Single copy gene,1
LOC4814802,CG3939,Single copy gene,1
LOC4814805,CG15203,Single copy gene,1
LOC4814810,Tip60,Single copy gene,1
LOC4814811,SMC3,Single copy gene,1
LOC4814813,Rab39,Single copy gene,1
LOC4814814,Dok,Single copy gene,1
LOC4814815,CG14814,Single copy gene,1
LOC4814816,Mer,Single copy gene,1
LOC4814818,Rala,Single copy gene,1
LOC4814819,Mnt,Single copy gene,1
LOC4814820,CG4116,Single copy gene,1
LOC4814824,CG1764,Single copy gene,1
LOC4814827,eIF4H1,Single copy gene,1
LOC4814831,per,Single copy gene,1
LOC4814833,TH1,Single copy gene,1
LOC4814834,CG9981,Single copy gene,1
LOC4814836,CG17829,Single copy gene,1
LOC4814837,CG4617,Single copy gene,1
LOC4814838,Neto,Single copy gene,1
LOC4814839,CG12155,Single copy gene,1
LOC4814840,Pdp,Single copy gene,1
LOC4814841,CG1582,Single copy gene,1
LOC4814842,Arfrp1,Single copy gene,1
LOC4814844,cib,Single copy gene,1
LOC4814846,CG1812,Single copy gene,1
LOC4814848,CG10362,Single copy gene,1
LOC4814849,Sclp,Single copy gene,1
LOC4814851,pico,Single copy gene,1
LOC4814852,Rbcn-3B,Single copy gene,1
LOC4814855,CG5273,Single copy gene,1
LOC4814859,CG11710,Single copy gene,1
LOC4814861,AP-1-2beta,Single copy gene,1
LOC4814862,CG14234,Single copy gene,1
LOC4814864,CG32599,Single copy gene,1
LOC4814865,CG17778,Single copy gene,1
LOC4814871,CG12772,Single copy gene,1
LOC4814872,CAH3,Single copy gene,1
LOC4814875,CG43138,Single copy gene,1
LOC4814876,CG3630,Single copy gene,1
LOC4814877,CG1461,Single copy gene,1
LOC4814879,PIG-Q,Single copy gene,1
LOC4814880,Tango4,Single copy gene,1
LOC4814881,CG11369,Single copy gene,1
LOC4814882,Rbm13,Single copy gene,1
LOC4814884,AnxB10,Single copy gene,1
LOC4814889,CBP,Single copy gene,1
LOC4814891,CG43759,Single copy gene,1
LOC4814892,AnxB11,Single copy gene,1
LOC4814894,Dlic,Single copy gene,1
LOC4814895,CG15756,Single copy gene,1
LOC4814897,CG9915,Single copy gene,1
LOC4814898,SWIP,Single copy gene,1
LOC4814899,CG12116,Single copy gene,1
LOC4814904,Fcp3C,Single copy gene,1
LOC4814905,Gapvd1,Single copy gene,1
LOC4814907,CG11581,Single copy gene,1
LOC4814908,CG8945,Single copy gene,1
LOC4814909,Chrac-16,Single copy gene,1
LOC4814913,CG12680,Single copy gene,1
LOC4814916,Sptr,Single copy gene,1
LOC4814921,Spx,Single copy gene,1
LOC4814923,ND-24,Single copy gene,1
LOC4814925,Rab18,Single copy gene,1
LOC4814926,rngo,Single copy gene,1
LOC4814927,Ost48,Single copy gene,1
LOC4814930,xmas,Single copy gene,1
LOC4814932,rux,Single copy gene,1
LOC4814934,CG4045,Single copy gene,1
LOC4814935,Vav,Single copy gene,1
LOC4814937,vnd,Single copy gene,1
LOC4814938,CG8034,Single copy gene,1
LOC4814940,CG14417,Single copy gene,1
LOC4814942,Nep1,Single copy gene,1
LOC4814943,CG32638,Single copy gene,1
LOC4814944,Ykt6,Single copy gene,1
LOC4814945,mRpS25,Single copy gene,1
LOC4814949,dome,Single copy gene,1
LOC4814953,CG32687,Single copy gene,1
LOC4814961,CG9657,Single copy gene,1
LOC4814964,CG15322,Single copy gene,1
LOC4814966,Hs3st-B,Single copy gene,1
LOC4814967,CG14424,Single copy gene,1
LOC4814969,CG3309,Single copy gene,1
LOC4814970,CG11816,Single copy gene,1
LOC4814971,Traf6,Single copy gene,1
LOC4814974,Traf-like,Single copy gene,1
LOC4814977,CG7556,Single copy gene,1
LOC4814979,CG17068,Single copy gene,1
LOC4814980,CG14818,Single copy gene,1
LOC4814981,Ilp7,Single copy gene,1
LOC4814982,AstA-R1,Single copy gene,1
LOC4814983,kirre,Single copy gene,1
LOC4814984,ppk8,Single copy gene,1
LOC4814985,CG18508,Single copy gene,1
LOC4814988,CG12655,Single copy gene,1
LOC4814989,CG12994,Single copy gene,1
LOC4814990,Tre1,Single copy gene,1
LOC4814991,CG2260,Single copy gene,1
LOC4814993,fs_1_M3,Single copy gene,1
LOC4814997,HP1b,Single copy gene,1
LOC4815001,SmydA-4,Single copy gene,1
LOC4815002,NAAT1,Single copy gene,1
LOC4815004,CG15754,Single copy gene,1
LOC4815005,CDK2AP1,Single copy gene,1
LOC4815006,l_1_G0020,Single copy gene,1
LOC4815007,Ugalt,Single copy gene,1
LOC4815009,4-Sep,Single copy gene,1
LOC4815010,CG11294,Single copy gene,1
LOC4815012,eIF3g1,Single copy gene,1
LOC4815013,yin,Single copy gene,1
LOC4815015,CtsB1,Single copy gene,1
LOC4815018,CG2145,Single copy gene,1
LOC4815019,CG15890,Single copy gene,1
LOC4815020,CG8944,Single copy gene,1
LOC4815021,Nadsyn,Single copy gene,1
LOC4815023,CG8675,Single copy gene,1
LOC4815024,sicily,Single copy gene,1
LOC4815025,CG12991,Single copy gene,1
LOC4815027,mei-P26,Single copy gene,1
LOC4815030,eas,Single copy gene,1
LOC4815031,CG6048,Single copy gene,1
LOC4815035,CG34401,Single copy gene,1
LOC4815038,Scamp,Single copy gene,1
LOC4815039,CG15865,Single copy gene,1
LOC4815040,Alr,Single copy gene,1
LOC4815041,CG8206,Single copy gene,1
LOC4815043,Chchd2,Single copy gene,1
LOC4815045,mnb,Single copy gene,1
LOC4815046,CG6769,Single copy gene,1
LOC4815047,CG2116,Single copy gene,1
LOC4815048,unc-119,Single copy gene,1
LOC4815049,deltaCOP,Single copy gene,1
LOC4815050,Fbxl4,Single copy gene,1
LOC4815052,unc-4,Single copy gene,1
LOC4815053,CG17982,Single copy gene,1
LOC4815054,fz4,Single copy gene,1
LOC4815056,CG12507,Single copy gene,1
LOC4815060,CG14423,Single copy gene,1
LOC4815061,Tak1,Single copy gene,1
LOC4815062,RunxB,Single copy gene,1
LOC4815063,CG14445,Single copy gene,1
LOC4815065,CG3781,Single copy gene,1
LOC4815066,CG32668,Single copy gene,1
LOC4815071,CHOp24,Single copy gene,1
LOC4815072,Tob,Single copy gene,1
LOC4815074,Rtca,Single copy gene,1
LOC4815075,CG1789,Single copy gene,1
LOC4815076,Lim1,Single copy gene,1
LOC4815077,peng,Single copy gene,1
LOC4815079,CG8289,Single copy gene,1
LOC4815080,Or1a,Single copy gene,1
LOC4815081,mRpL38,Single copy gene,1
LOC4815083,Vps4,Single copy gene,1
LOC4815084,Caf1-180,Single copy gene,1
LOC4815086,CG15343,Single copy gene,1
LOC4815087,Mvb12,Single copy gene,1
LOC4815088,Taf8,Single copy gene,1
LOC4815090,CG2701,Single copy gene,1
LOC4815091,CG3156,Single copy gene,1
LOC4815092,Cp38,Single copy gene,1
LOC4815093,Zpr1,Single copy gene,1
LOC4815094,CG9034,Single copy gene,1
LOC4815096,Dop2R,Single copy gene,1
LOC4815098,l_1_G0007,Single copy gene,1
LOC4815099,CG11674,Single copy gene,1
LOC4815100,CG14421,Single copy gene,1
LOC4815101,CG1806,Single copy gene,1
LOC4815102,CG15201,Single copy gene,1
LOC4815104,CG14230,Single copy gene,1
LOC4815107,CG6379,Single copy gene,1
LOC4815108,CG5254,Single copy gene,1
LOC4815112,CG9911,Single copy gene,1
LOC4815113,CG12498,Single copy gene,1
LOC4815115,Rtc1,Single copy gene,1
LOC4815117,Fur2,Single copy gene,1
LOC4815118,Usp7,Single copy gene,1
LOC4815120,eIF2Bbeta,Single copy gene,1
LOC4815122,shtd,Single copy gene,1
LOC4815123,CG45089,Single copy gene,1
LOC4815124,ewg,Single copy gene,1
LOC4815125,CG15912,Single copy gene,1
LOC4815127,Phf7,Single copy gene,1
LOC4815128,Mfe2,Single copy gene,1
LOC4815130,car,Single copy gene,1
LOC4815131,l_1_sc,Single copy gene,1
LOC4815133,Ir7d,Single copy gene,1
LOC4815134,CG2681,Single copy gene,1
LOC4815135,stas,Single copy gene,1
LOC4815137,Gclc,Single copy gene,1
LOC4815138,Torsin,Single copy gene,1
LOC4815142,CG44325,Single copy gene,1
LOC4815144,mal,Single copy gene,1
LOC4815146,Bx42,Single copy gene,1
LOC4815147,CG7766,Single copy gene,1
LOC4815150,Cp36,Single copy gene,1
LOC4815151,Evi5,Single copy gene,1
LOC4815152,CG14806,Single copy gene,1
LOC4815153,sisA,Single copy gene,1
LOC4815155,Agpat1,Single copy gene,1
LOC4815156,BTBD9,Single copy gene,1
LOC4815158,Unc-76,Single copy gene,1
LOC4815161,CG5613,Single copy gene,1
LOC4815163,CG12118,Single copy gene,1
LOC4815165,BORCS5,Single copy gene,1
LOC4815167,CG15199,Single copy gene,1
LOC4815168,CG32631,Single copy gene,1
LOC4815169,Zw,Single copy gene,1
LOC4815170,Inx5,Single copy gene,1
LOC4815171,cyr,Single copy gene,1
LOC4815172,tyf,Single copy gene,1
LOC4815174,run,Single copy gene,1
LOC4815175,CG13014,Single copy gene,1
LOC4815176,Peritrophin-A,Single copy gene,1
LOC4815177,obst-A,Single copy gene,1
LOC4815180,CG11752,Single copy gene,1
LOC4815181,CG1738,Single copy gene,1
LOC4815182,CG12531,Single copy gene,1
LOC4815183,CG15373,Single copy gene,1
LOC4815188,CG17896,Single copy gene,1
LOC4815190,Ndc80,Single copy gene,1
LOC4815191,CG11178,Single copy gene,1
LOC4815194,fs_1_Ya,Single copy gene,1
LOC4815196,Grip91,Single copy gene,1
LOC4815197,CG4239,Single copy gene,1
LOC4815198,CG13365,Single copy gene,1
LOC4815200,Cp7Fb,Single copy gene,1
LOC4815201,CG3032,Single copy gene,1
LOC4815205,CG15337,Single copy gene,1
LOC4815206,CG10793,Single copy gene,1
LOC4815208,Zw10,Single copy gene,1
LOC4815209,CG12662,Single copy gene,1
LOC4815213,CG14195,Single copy gene,1
LOC4815216,CG8661,Single copy gene,1
LOC4815217,Fim,Single copy gene,1
LOC4815218,Trf4-1,Single copy gene,1
LOC4815219,CG44774,Single copy gene,1
LOC4815220,mus101,Single copy gene,1
LOC4815221,Spt7,Single copy gene,1
LOC4815223,CG12057,Single copy gene,1
LOC4815224,CG12115,Single copy gene,1
LOC4815225,Tpst,Single copy gene,1
LOC4815226,CG6762,Single copy gene,1
LOC4815227,CG15239,Single copy gene,1
LOC4815230,dah,Single copy gene,1
LOC4815231,GIIIspla2,Single copy gene,1
LOC4815232,CG8300,Single copy gene,1
LOC4815233,Lst8,Single copy gene,1
LOC4815234,sqh,Single copy gene,1
LOC4815235,dtn,Single copy gene,1
LOC4815238,Ir7g,Single copy gene,1
LOC4815239,Ir7c,Single copy gene,1
LOC4815240,CG12470,Single copy gene,1
LOC4815241,arg,Single copy gene,1
LOC4815243,spirit,Single copy gene,1
LOC4815244,Mcm3,Single copy gene,1
LOC4815245,NELF-B,Single copy gene,1
LOC4815246,CG3566,Single copy gene,1
LOC4815247,rtv,Single copy gene,1
LOC4815249,CG6414,Single copy gene,1
LOC4815250,CG12106,Single copy gene,1
LOC4815251,Gga,Single copy gene,1
LOC4815252,CG15814,Single copy gene,1
LOC4815253,Ucp4A,Single copy gene,1
LOC4815254,p24-1,Single copy gene,1
LOC4815256,Ppt1,Single copy gene,1
LOC4815257,Corp,Single copy gene,1
LOC4815258,CG1999,Single copy gene,1
LOC4815259,CheA7a,Single copy gene,1
LOC4815260,Pex5,Single copy gene,1
LOC4815261,Cyp1,Single copy gene,1
LOC4815265,CG9992,Single copy gene,1
LOC4815266,CG11436,Single copy gene,1
LOC4815267,CG2938,Single copy gene,1
LOC4815269,CG10347,Single copy gene,1
LOC4815271,CG9164,Single copy gene,1
LOC4815274,Gbeta5,Single copy gene,1
LOC4815275,CG3081,Single copy gene,1
LOC4815277,snz,Single copy gene,1
LOC4815278,CG14805,Single copy gene,1
LOC4815279,fzr,Single copy gene,1
LOC4815280,CG3009,Single copy gene,1
LOC4815281,Cyp28c1,Single copy gene,1
LOC4815282,CG32816,Single copy gene,1
LOC4815284,Pmp70,Single copy gene,1
LOC4815285,CG15211,Single copy gene,1
LOC4815286,CG1537,Single copy gene,1
LOC4815288,vilya,Single copy gene,1
LOC4815289,CG4301,Single copy gene,1
LOC4815293,HP5,Single copy gene,1
LOC4815294,CG4293,Single copy gene,1
LOC4815297,Hira,Single copy gene,1
LOC4815300,CG3603,Single copy gene,1
LOC4815301,mthl1,Single copy gene,1
LOC4815303,dsh,Single copy gene,1
LOC4815304,CG14232,Single copy gene,1
LOC4815305,CG32536,Single copy gene,1
LOC4815306,brn,Single copy gene,1
LOC4815308,CalpC,Single copy gene,1
LOC4815309,CG9919,Single copy gene,1
LOC4815312,CG12986,Single copy gene,1
LOC4815313,raskol,Single copy gene,1
LOC4815314,alpha-PheRS,Single copy gene,1
LOC4815315,Mec2,Single copy gene,1
LOC4815316,Syx4,Single copy gene,1
LOC4815317,bou,Single copy gene,1
LOC4815318,Inx7,Single copy gene,1
LOC4815319,CG11134,Single copy gene,1
LOC4815320,Ubc7,Single copy gene,1
LOC4815321,CG7101,Single copy gene,1
LOC4815322,Cp7Fc,Single copy gene,1
LOC4815323,Dhc16F,Single copy gene,1
LOC4815328,CG11655,Single copy gene,1
LOC4815329,CG9921,Single copy gene,1
LOC4815331,CG1785,Single copy gene,1
LOC4815334,fh,Single copy gene,1
LOC4815335,CG7065,Single copy gene,1
LOC4815336,TTLL1A,Single copy gene,1
LOC4815337,Nek2,Single copy gene,1
LOC4815338,CG13375,Single copy gene,1
LOC4815339,mRpL16,Single copy gene,1
LOC4815340,CG7453,Single copy gene,1
LOC4815341,CG15347,Single copy gene,1
LOC4815342,Es2,Single copy gene,1
LOC4815343,fend,Single copy gene,1
LOC4815345,CG13012,Single copy gene,1
LOC4815346,Spg7,Single copy gene,1
LOC4815349,CG15450,Single copy gene,1
LOC4815351,CG15473,Single copy gene,1
LOC4815352,CG1578,Single copy gene,1
LOC4815353,crm,Single copy gene,1
LOC4815354,Ubqn,Single copy gene,1
LOC4815355,Nsun2,Single copy gene,1
LOC4815356,CG1504,Single copy gene,1
LOC4815358,Usf,Single copy gene,1
LOC4815359,Hex-A,Single copy gene,1
LOC4815360,Drak,Single copy gene,1
LOC4815361,CG3726,Single copy gene,1
LOC4815362,Shmt,Single copy gene,1
LOC4815364,Dlip1,Single copy gene,1
LOC4815365,shop,Single copy gene,1
LOC4815368,p-cup,Single copy gene,1
LOC4815371,y,Single copy gene,1
LOC4815372,ac,Single copy gene,1
LOC4815373,CG7378,Single copy gene,1
LOC4815376,Appl,Single copy gene,1
LOC4815377,Moe,Single copy gene,1
LOC4815378,Uros1,Single copy gene,1
LOC4815379,CG2680,Single copy gene,1
LOC4815381,CG2889,Single copy gene,1
LOC4815383,CG8142,Single copy gene,1
LOC4815384,CG2129,Single copy gene,1
LOC4815385,CG12480,Single copy gene,1
LOC4815387,CG4991,Single copy gene,1
LOC4815388,Tao,Single copy gene,1
LOC4815389,CG5966,Single copy gene,1
LOC4815390,Grip,Single copy gene,1
LOC4815392,CG7246,Single copy gene,1
LOC4815394,Ag5r,Single copy gene,1
LOC4815398,CG13362,Single copy gene,1
LOC4815399,CG13361,Single copy gene,1
LOC4815401,CG15725,Single copy gene,1
LOC4815404,CG11382,Single copy gene,1
LOC4815405,CG1572,Single copy gene,1
LOC4815407,Gtp-bp,Single copy gene,1
LOC4815408,CG14220,Single copy gene,1
LOC4815412,Ranbp21,Single copy gene,1
LOC4815413,CG10778,Single copy gene,1
LOC4815414,S6kII,Single copy gene,1
LOC4815417,CG13377,Single copy gene,1
LOC4815418,CDC45L,Single copy gene,1
LOC4815419,CG12773,Single copy gene,1
LOC4815421,dhd,Single copy gene,1
LOC4815422,opm,Single copy gene,1
LOC4815424,CG32533,Single copy gene,1
LOC4815425,CG1703,Single copy gene,1
LOC4815426,Met,Single copy gene,1
LOC4815427,FucT6,Single copy gene,1
LOC4815428,CG4325,Single copy gene,1
LOC4815429,CG3655,Single copy gene,1
LOC4815430,hfw,Single copy gene,1
LOC4815431,CG14411,Single copy gene,1
LOC4815432,peb,Single copy gene,1
LOC4815433,CG3546,Single copy gene,1
LOC4815434,CG14440,Single copy gene,1
LOC4815435,CG14441,Single copy gene,1
LOC4815436,mRpL14,Single copy gene,1
LOC4815437,Actn,Single copy gene,1
LOC4815439,CG14777,Single copy gene,1
LOC4815444,ras,Single copy gene,1
LOC4815446,CG7860,Single copy gene,1
LOC4815447,LIMK1,Single copy gene,1
LOC4815448,CG1824,Single copy gene,1
LOC4815449,Upf2,Single copy gene,1
LOC4815451,CG2202,Single copy gene,1
LOC4815452,Obp19a,Single copy gene,1
LOC4815454,CG14627,Single copy gene,1
LOC4815455,CG17598,Single copy gene,1
LOC4815456,Jafrac1,Single copy gene,1
LOC4815457,IP3K2,Single copy gene,1
LOC4815459,gce,Single copy gene,1
LOC4815461,RhoGAP5A,Single copy gene,1
LOC4815462,CG42258,Single copy gene,1
LOC4815463,CG15317,Single copy gene,1
LOC4815465,dor,Single copy gene,1
LOC4815471,CG15743,Single copy gene,1
LOC4815474,CG17776,Single copy gene,1
LOC4815476,CG7024,Single copy gene,1
LOC4815477,Amun,Single copy gene,1
LOC4815481,Vsx2,Single copy gene,1
LOC4815482,CG34435,Single copy gene,1
LOC4815484,pod1,Single copy gene,1
LOC4815485,iav,Single copy gene,1
LOC4815486,1-Sep,Single copy gene,1
LOC4815487,G9a,Single copy gene,1
LOC4815488,RpII215,Single copy gene,1
LOC4815489,PGRP-SA,Single copy gene,1
LOC4815492,CG9782,Single copy gene,1
LOC4815494,Arp10,Single copy gene,1
LOC4815495,CG32762,Single copy gene,1
LOC4815497,RpL17,Single copy gene,1
LOC4815498,CG14439,Single copy gene,1
LOC4815499,CG13005,Single copy gene,1
LOC4815501,GCS2alpha,Single copy gene,1
LOC4815503,rb,Single copy gene,1
LOC4815504,fz3,Single copy gene,1
LOC4815505,CG14434,Single copy gene,1
LOC4815507,CG32700,Single copy gene,1
LOC4815508,CG32639,Single copy gene,1
LOC4815509,CG3342,Single copy gene,1
LOC4815510,Syx16,Single copy gene,1
LOC4815512,CG3699,Single copy gene,1
LOC4815514,Alp11,Single copy gene,1
LOC4815515,CG17333,Single copy gene,1
LOC4815517,CG14210,Single copy gene,1
LOC4815519,CG14207,Single copy gene,1
LOC4815521,PIG-K,Single copy gene,1
LOC4815522,east,Single copy gene,1
LOC4815523,Sik2,Single copy gene,1
LOC4815524,CG11381,Single copy gene,1
LOC4815526,futsch,Single copy gene,1
LOC4815527,CG12237,Single copy gene,1
LOC4815528,CG15601,Single copy gene,1
LOC4815529,CG9281,Single copy gene,1
LOC4815530,CG2574,Single copy gene,1
LOC4815533,CG15728,Single copy gene,1
LOC4815534,Nmdar2,Single copy gene,1
LOC4815537,CG14629,Single copy gene,1
LOC4815539,CG14780,Single copy gene,1
LOC4815540,c12.2,Single copy gene,1
LOC4815541,c12.1,Single copy gene,1
LOC4815542,Rnp4F,Single copy gene,1
LOC4815543,c11.1,Single copy gene,1
LOC4815544,Aladin,Single copy gene,1
LOC4815545,Prosbeta2R1,Single copy gene,1
LOC4815549,CG3078,Single copy gene,1
LOC4815551,CG14631,Single copy gene,1
LOC4815553,TwdlX,Single copy gene,1
LOC4815556,CG12990,Single copy gene,1
LOC4815557,pdgy,Single copy gene,1
LOC4815559,Vps26,Single copy gene,1
LOC4815560,Myc,Single copy gene,1
LOC4815564,CG3740,Single copy gene,1
LOC4815565,CG3038,Single copy gene,1
LOC4815566,Kmn1,Single copy gene,1
LOC4815569,CG7772,Single copy gene,1
LOC4815571,CG16756,Single copy gene,1
LOC4815572,Usp16-45,Single copy gene,1
LOC4815573,CG14778,Single copy gene,1
LOC4815574,wds,Single copy gene,1
LOC4815575,Tango10,Single copy gene,1
LOC4815576,CG11409,Single copy gene,1
LOC4815577,CG15209,Single copy gene,1
LOC4815578,CG11379,Single copy gene,1
LOC4815579,CG14624,Single copy gene,1
LOC4815582,CG2865,Single copy gene,1
LOC4815584,Twdlalpha,Single copy gene,1
LOC4815585,drd,Single copy gene,1
LOC4815586,frma,Single copy gene,1
LOC4815587,SPR,Single copy gene,1
LOC4815588,CG1463,Single copy gene,1
LOC4815590,RpS28b,Single copy gene,1
LOC4815591,l_1_G0320,Single copy gene,1
LOC4815594,CG15643,Single copy gene,1
LOC4815595,CG7872,Single copy gene,1
LOC4815598,CG15927,Single copy gene,1
LOC4815599,CG15894,Single copy gene,1
LOC4815600,CG3823,Single copy gene,1
LOC4815601,GAA1,Single copy gene,1
LOC4815602,su_w[a]_,Single copy gene,1
LOC4815603,pck,Single copy gene,1
LOC4815604,norpA,Single copy gene,1
LOC4815605,kek5,Single copy gene,1
LOC4815607,Atf3,Single copy gene,1
LOC4815608,Marf,Single copy gene,1
LOC4815609,dob,Single copy gene,1
LOC4815610,CG42749,Single copy gene,1
LOC4815611,b6,Single copy gene,1
LOC4815613,Cpr11B,Single copy gene,1
LOC4815614,CG4768,Single copy gene,1
LOC4815615,CG43313,Single copy gene,1
LOC4815617,sta,Single copy gene,1
LOC4815618,Mks1,Single copy gene,1
LOC4815621,CG1494,Single copy gene,1
LOC4815623,Cpr11A,Single copy gene,1
LOC4815624,CG14812,Single copy gene,1
LOC4815625,Sap30,Single copy gene,1
LOC4815626,CG9101,Single copy gene,1
LOC4815628,CG3842,Single copy gene,1
LOC4815633,CG14615,Single copy gene,1
LOC4815634,CG14625,Single copy gene,1
LOC4815635,Ankle2,Single copy gene,1
LOC4815636,tko,Single copy gene,1
LOC4815637,CG4198,Single copy gene,1
LOC4815638,xit,Single copy gene,1
LOC4815640,IntS2,Single copy gene,1
LOC4815641,beta-Spec,Single copy gene,1
LOC4815643,CG13367,Single copy gene,1
LOC4815646,CG16782,Single copy gene,1
LOC4815647,mahe,Single copy gene,1
LOC4815648,PI4KIIIalpha,Single copy gene,1
LOC4815649,CG11699,Single copy gene,1
LOC4815650,CG6299,Single copy gene,1
LOC4815653,CG11696,Single copy gene,1
LOC4815655,Tsp2A,Single copy gene,1
LOC4815656,Cdk7,Single copy gene,1
LOC4815658,usp,Single copy gene,1
LOC4815659,CG8134,Single copy gene,1
LOC4815660,goe,Single copy gene,1
LOC4815662,O-fut2,Single copy gene,1
LOC4815663,CG3457,Single copy gene,1
LOC4815666,CG4313,Single copy gene,1
LOC4815667,Naa15-16,Single copy gene,1
LOC4815668,REG,Single copy gene,1
LOC4815671,CG2233,Single copy gene,1
LOC4815672,CG2258,Single copy gene,1
LOC4815673,rg,Single copy gene,1
LOC4815676,CG12398,Single copy gene,1
LOC4815677,CG2918,Single copy gene,1
LOC4815678,Pfrx,Single copy gene,1
LOC4815679,CG17754,Single copy gene,1
LOC4815680,Dsor1,Single copy gene,1
LOC4815681,CG14223,Single copy gene,1
LOC4815685,CG11380,Single copy gene,1
LOC4815689,prtp,Single copy gene,1
LOC4815690,CG1662,Single copy gene,1
LOC4815691,CG11679,Single copy gene,1
LOC4815692,Klf15,Single copy gene,1
