Orthogroup	Dmel	Dmir	Dpse	Dsub	Dvir	Dwil
OG0010364	CG11699	Dmir_LOC108164677	Dpse_LOC4815649	XP_034656889.1	Dvir_XP_002058189.1	Dwil_XP_002067225.1
OG0010365	CaMKII	Dmir_LOC108164456	Dpse_LOC26532627	XP_034670401.1	Dvir_XP_015024129.1	Dwil_XP_015032349.1
OG0010366	ssp5	Dmir_LOC108157399	Dpse_LOC4802593	XP_034663381.1		Dwil_XP_002069525.2, Dwil_XP_002074048.1
OG0010367	Coq4	Dmir_LOC108151873	Dpse_LOC4813856	XP_034656043.1	Dvir_XP_002046703.1	Dwil_XP_002068965.2
OG0010368	NFAT	Dmir_LOC108151473	Dpse_LOC4814200	XP_034671867.1	Dvir_XP_032295987.1	Dwil_XP_023034799.1
OG0010369	Phf7	Dmir_LOC108155061	Dpse_LOC4815127	XP_034670967.1	Dvir_XP_002055642.2	Dwil_XP_002067274.1
OG0010370	mnb	Dmir_LOC108157512	Dpse_LOC4815045	XP_034672201.1	Dvir_XP_032296174.1	Dwil_XP_023034710.1
OG0010371	bip2	Dmir_LOC108164451	Dpse_LOC4811748	XP_034670465.1	Dvir_XP_002059711.1	Dwil_XP_023035769.1
OG0010372	CG11964	Dmir_LOC108154599	Dpse_LOC4802622	XP_034664766.1	Dvir_XP_002053272.1	Dwil_XP_002070283.1
OG0010373	e_y_2b	Dmir_LOC108155083	Dpse_LOC4802914	XP_034662112.1	Dvir_XP_002054646.1	Dwil_XP_002070054.1
OG0010374	CG18480	Dmir_LOC108164187	Dpse_LOC4816315	XP_034668540.1	Dvir_XP_002052180.2	Dwil_XP_002066347.1
OG0010375	Mco3	Dmir_LOC108154516	Dpse_LOC4802229	XP_034660830.1	Dvir_XP_032294971.1	Dwil_XP_002073955.2
OG0010376	CG17032	Dmir_LOC108153177	Dpse_LOC4813759	XP_034657133.1	Dvir_XP_002047689.1	Dwil_XP_002069170.1
OG0010377	Mccc1	Dmir_LOC108157233	Dpse_LOC4801707	XP_034664544.1	Dvir_XP_002054056.1	Dwil_XP_002073398.1
OG0010378	Nf-YC	Dmir_LOC108163168	Dpse_LOC4815956	XP_034669715.1	Dvir_XP_032296642.1	Dwil_XP_023031394.1
OG0010379	alt	Dmir_LOC108155086	Dpse_LOC4802679	XP_034660576.1	Dvir_XP_002054692.2	Dwil_XP_002072794.1
OG0010380	lid	Dmir_LOC108162737	Dpse_LOC6903334	XP_034669117.1	Dvir_XP_002051385.3	Dwil_XP_002065353.1
OG0010381	CG1632	Dmir_LOC108159070	Dpse_LOC4814483	XP_034649908.1	Dvir_XP_002055019.1	Dwil_XP_002067239.1
OG0010382	p24-1	Dmir_LOC108159202	Dpse_LOC4815254	XP_034672075.1	Dvir_XP_002056925.1	Dwil_XP_002071711.2
OG0010383	E_spl_m5-HLH	Dmir_LOC108154232	Dpse_LOC4802209	XP_034661379.1	Dvir_XP_002053479.1	Dwil_XP_002074088.1
OG0010384	drongo	Dmir_LOC108162098	Dpse_LOC4816860	XP_034667209.1	Dvir_XP_015028570.1	Dwil_XP_023032308.1
OG0010385	CG42797	Dmir_LOC108161021	Dpse_LOC6901052	XP_034665403.1	Dvir_XP_002055044.2	Dwil_XP_023034920.1
OG0010386	Nipped-B	Dmir_LOC108161249	Dpse_LOC6903313	XP_034666030.1	Dvir_XP_015028841.1	Dwil_XP_015031897.2
OG0010387	CCT4	Dmir_LOC108163371	Dpse_LOC4816499	XP_034667553.1	Dvir_XP_002059220.1	Dwil_XP_002065540.1
OG0010388	CG1492	Dmir_LOC108161858	Dpse_LOC4814462	XP_034650229.1	Dvir_XP_002058953.2	Dwil_XP_002071741.2
OG0010389	tut	Dmir_LOC108165517	Dpse_LOC4814139	XP_034656180.1	Dvir_XP_002046415.1	Dwil_XP_023035865.1
OG0010390	or	Dmir_LOC108159123	Dpse_LOC4804283	XP_034652089.1	Dvir_XP_002058843.1	Dwil_XP_002063772.1
OG0010391	CG5377	Dmir_LOC108155402	Dpse_LOC4801662	XP_034660534.1	Dvir_XP_032295122.1	Dwil_XP_002069771.1
OG0010392	Ect3	Dmir_LOC108155421	Dpse_LOC4802587	XP_034663665.1	Dvir_XP_002053084.1	Dwil_XP_002069708.1
OG0010393	Pp2A-29B	Dmir_LOC108163364	Dpse_LOC6902793	XP_034669535.1	Dvir_XP_002051550.1	Dwil_XP_023032494.1
OG0010394	PGRP-LF	Dmir_LOC108152111	Dpse_LOC4814018	XP_034655382.1	Dvir_XP_002047347.1	Dwil_XP_002069134.1
OG0010395	CG6729	Dmir_LOC108160185	Dpse_LOC6898813	XP_034666602.1	Dvir_XP_032294022.1	Dwil_XP_002065440.1
OG0010396	CG3184	Dmir_LOC108154799	Dpse_LOC4815990	XP_034656966.1	Dvir_XP_002057255.1	Dwil_XP_002071697.1
OG0010397	CG2926	Dmir_LOC108155145	Dpse_LOC4802676	XP_034663330.1	Dvir_XP_032289794.1	Dwil_XP_002072084.1
OG0010398	CG11601	Dmir_LOC108162587	Dpse_LOC4817849	XP_034666063.1	Dvir_XP_002051954.1	Dwil_XP_002065151.1
OG0010399	CG12290	Dmir_LOC108157356	Dpse_LOC4802185	XP_034661447.1	Dvir_XP_002053408.1	Dwil_XP_002073131.1
OG0010400	Sox100B	Dmir_LOC108157669	Dpse_LOC4800335	XP_034662874.1	Dvir_XP_032289507.1	Dwil_XP_023035523.1
OG0010401	dco	Dmir_LOC108156375	Dpse_LOC4800333	XP_034660745.1	Dvir_XP_002055930.2	Dwil_XP_002071989.2
OG0010402	CG2034	Dmir_LOC108151563	Dpse_LOC4812793	XP_034658819.1	Dvir_XP_002047425.1	Dwil_XP_002067755.1
OG0010403	Corin	Dmir_LOC108158092	Dpse_LOC4804909	XP_034651135.1	Dvir_XP_002050331.2	Dwil_XP_023033620.1
OG0010404	CG10366	Dmir_LOC108163796	Dpse_LOC4816202	XP_034666462.1	Dvir_XP_002051202.1	Dwil_XP_023031470.1
OG0010405	msl-1	Dmir_LOC108161290	Dpse_LOC4816993	XP_034669356.1	Dvir_XP_032294491.1	Dwil_XP_023032376.1
OG0010406	brwl	Dmir_LOC108161791	Dpse_LOC4817413	XP_034669289.1	Dvir_XP_032293414.1	Dwil_XP_002064463.3
OG0010407	kkv	Dmir_LOC108156158	Dpse_LOC4802475	XP_034664926.1	Dvir_XP_015026235.1	Dwil_XP_002070065.2
OG0010408	DOR	Dmir_LOC108152772	Dpse_LOC4812335	XP_034658181.1	Dvir_XP_032291434.1	Dwil_XP_023036903.1
OG0010409	CG7065	Dmir_LOC108160292	Dpse_LOC4815335	XP_034651758.1	Dvir_XP_002059640.2	Dwil_XP_023034918.1
OG0010410	Rap1	Dmir_LOC108152172	Dpse_LOC4813583	XP_034658914.1	Dvir_XP_002046544.1	Dwil_XP_002068602.1
OG0010411	CG1882	Dmir_LOC108158970	Dpse_LOC4803633	XP_034652007.1	Dvir_XP_002048798.1	Dwil_XP_002066178.1
OG0010412	CG16717	Dmir_LOC108152983	Dpse_LOC4812688	XP_034657019.1	Dvir_XP_002047270.1	Dwil_XP_002062496.1
OG0010413	CG32320	Dmir_LOC108165448	Dpse_LOC4814140	XP_034656068.1	Dvir_XP_032291372.1	Dwil_XP_023035923.1
OG0010414	CG10086	Dmir_LOC108157294	Dpse_LOC4802980	XP_034665279.1	Dvir_XP_002056448.1	Dwil_XP_002070380.1
OG0010415	PIG-F	Dmir_LOC108151445	Dpse_LOC4812308	XP_034656492.1	Dvir_XP_002047549.1	Dwil_XP_002065802.2
OG0010416	CG7544	Dmir_LOC108158198	Dpse_LOC4804015	XP_034652897.1	Dvir_XP_002049689.1	Dwil_XP_002062915.1
OG0010417	Hr4	Dmir_LOC108163887	Dpse_LOC6901978	XP_034672038.1	Dvir_XP_032295494.1	Dwil_XP_023035166.1
OG0010418	CG5867	Dmir_LOC108163853	Dpse_LOC4816513	XP_034668589.1	Dvir_XP_002057698.1	Dwil_XP_002065660.1
OG0010419	CG4538	Dmir_LOC108154801	Dpse_LOC6903962	XP_034663878.1	Dvir_XP_015025814.1	Dwil_XP_002072367.2
OG0010420	312	Dmir_LOC108153285	Dpse_LOC4812209	XP_034656401.1	Dvir_XP_002046695.1	Dwil_XP_002062521.1
OG0010421	CG8675	Dmir_LOC108163208	Dpse_LOC4815023	XP_034665990.1	Dvir_XP_002059665.1	Dwil_XP_002071454.1
OG0010422	Mfap1	Dmir_LOC108151031	Dpse_LOC4813679	XP_034656641.1	Dvir_XP_002047149.1	Dwil_XP_002067780.1
OG0010423	Spase12	Dmir_LOC108155770	Dpse_LOC4800478	XP_034663260.1	Dvir_XP_002055830.1	Dwil_XP_002070152.1
OG0010424	CG17068	Dmir_LOC108164527	Dpse_LOC4814979	XP_034670938.1	Dvir_XP_002057937.1	Dwil_XP_002071312.1
OG0010425	Scp1	Dmir_LOC117188987	Dpse_LOC26532607	XP_034668399.1	Dvir_XP_015028852.1	Dwil_XP_023037221.1
OG0010426	CG2124	Dmir_LOC108163741	Dpse_LOC4814695	XP_034667756.1	Dvir_XP_002055411.1	Dwil_XP_023031040.1
OG0010427	CG4313	Dmir_LOC108164553	Dpse_LOC4815666	XP_034672052.1	Dvir_XP_002057364.1	Dwil_XP_023035100.1
OG0010428	CG14507	Dmir_LOC108155273	Dpse_LOC6896762	XP_034662171.1	Dvir_XP_002058599.1	Dwil_XP_002072113.1
OG0010429	Dph5	Dmir_LOC108156735	Dpse_LOC4800610	XP_034661840.1	Dvir_XP_002053970.1	Dwil_XP_002069933.1
OG0010430	Rgk2	Dmir_LOC108160633	Dpse_LOC4804368	XP_034650750.1	Dvir_XP_015029736.1	Dwil_XP_023033614.1
OG0010431	Cc2d2a	Dmir_LOC108159398	Dpse_LOC4803992	XP_034652741.1	Dvir_XP_002049752.2	Dwil_XP_002063419.2
OG0010432	CG30269	Dmir_LOC108160493	Dpse_LOC4803834	XP_034650333.1	Dvir_XP_002050235.1	Dwil_XP_002063328.1
OG0010433	Nup43	Dmir_LOC108157032	Dpse_LOC4801454	XP_034660950.1	Dvir_XP_002056249.2	Dwil_XP_002069581.2
OG0010434	CG13032	Dmir_LOC108153669	Dpse_LOC4812136	XP_034656659.1	Dvir_XP_002047012.1	Dwil_XP_002068254.1
OG0010435	Asph	Dmir_LOC108160291	Dpse_LOC4805634	XP_034652931.1	Dvir_XP_032292332.1	Dwil_XP_023037824.1
OG0010436	CG9175	Dmir_LOC108163687	Dpse_LOC4817942	XP_034668492.1	Dvir_XP_002051468.1	Dwil_XP_002065320.1
OG0010437	CG42356	Dmir_LOC108150781	Dpse_LOC6900855	XP_034658241.1	Dvir_XP_015031641.1	Dwil_XP_023033013.1
OG0010438	bowl	Dmir_LOC108163472	Dpse_LOC4817474	XP_034669628.1	Dvir_XP_002052509.1	Dwil_XP_002065467.1
OG0010439	Rpb11	Dmir_LOC108162029	Dpse_LOC4817442	XP_034667353.1	Dvir_XP_002059150.1	Dwil_XP_002067138.1
OG0010440	Amt	Dmir_LOC108156385	Dpse_LOC4803093	XP_034660779.1	Dvir_XP_002053706.1	Dwil_XP_002070486.1
OG0010441	CG9590	Dmir_LOC108155282	Dpse_LOC4802542	XP_034660039.1	Dvir_XP_002056299.1	Dwil_XP_002069733.1
OG0010442	Sra-1	Dmir_LOC108155737	Dpse_LOC4801524	XP_034665758.1	Dvir_XP_002058503.1	Dwil_XP_002070252.1
OG0010443	CG4751	Dmir_LOC108161631	Dpse_LOC4817300	XP_034667017.1	Dvir_XP_002051267.1	Dwil_XP_002065027.2
OG0010444	CG13108	Dmir_LOC108163074	Dpse_LOC4816215	XP_034668419.1	Dvir_XP_002051107.2	Dwil_XP_002064700.3
OG0010445	CG14407	Dmir_LOC108164949	Dpse_LOC4815995	XP_034669884.1	Dvir_XP_002057334.1	Dwil_XP_002075537.1
OG0010446	CG5645	Dmir_LOC108152375	Dpse_LOC4813118	XP_034658152.1	Dvir_XP_002046737.1	Dwil_XP_002062457.1
OG0010447	Flacc	Dmir_LOC108164515	Dpse_LOC4814454	XP_034671975.1	Dvir_XP_002055253.2	Dwil_XP_002071509.1
OG0010448	CG6356	Dmir_LOC108157172	Dpse_LOC4801718	XP_034662428.1	Dvir_XP_002054026.1	Dwil_XP_002069839.1
OG0010449	SF2	Dmir_LOC108156025	Dpse_LOC4802563	XP_034660050.1	Dvir_XP_002053144.1	Dwil_XP_002072763.1
OG0010450	CG33090	Dmir_LOC108161673	Dpse_LOC6902690	XP_034666613.1	Dvir_XP_002057523.2	Dwil_XP_023032174.1
OG0010451	Ube3a	Dmir_LOC108152330	Dpse_LOC4813296	XP_034658936.1	Dvir_XP_002048552.2	Dwil_XP_002062485.1
OG0010452	lmgB	Dmir_LOC108162094	Dpse_LOC6903375	XP_034666469.1	Dvir_XP_002052432.1	Dwil_XP_002069420.1
OG0010453	CG9114	Dmir_LOC108164074	Dpse_LOC4814790	XP_034671792.1	Dvir_XP_002057034.1	Dwil_XP_002064164.1
OG0010454	Sec71	Dmir_LOC108163134	Dpse_LOC4816527	XP_034669708.1	Dvir_XP_002057461.1	Dwil_XP_002067055.1
OG0010455	CG12691	Dmir_LOC108165601	Dpse_LOC26532027	XP_034657726.1	Dvir_XP_002057322.1	Dwil_XP_002075349.1
OG0010456	RpS26	Dmir_LOC108163682	Dpse_LOC4816943	XP_034666774.1	Dvir_XP_002052799.1	Dwil_XP_002065622.1
OG0010457	NSD	Dmir_LOC108155091	Dpse_LOC4801107	XP_034664660.1	Dvir_XP_002056127.2	Dwil_XP_002074027.3
OG0010458	CG12054	Dmir_LOC108154622	Dpse_LOC4800351	XP_034664336.1	Dvir_XP_032289482.1	Dwil_XP_015032553.1
OG0010459	tal-AA	Dmir_LOC108157260	Dpse_LOC13036481	XP_034663018.1	Dvir_XP_015024974.1	Dwil_XP_023036043.1
OG0010460	drd	Dmir_LOC108164335	Dpse_LOC4815585	XP_034671726.1	Dvir_XP_002058057.1	Dwil_XP_023032742.1
OG0010461	CG13197	Dmir_LOC108159848	Dpse_LOC4805403	XP_034654543.1	Dvir_XP_032293035.1	Dwil_XP_002068712.3
OG0010462	ppk22	Dmir_LOC108155164	Dpse_LOC4800368	XP_034659950.1	Dvir_XP_002054210.2	Dwil_XP_002072259.1
OG0010463	LUBEL	Dmir_LOC108163831	Dpse_LOC4818138	XP_034666334.1	Dvir_XP_015028184.1	Dwil_XP_015033479.2
OG0010464	Myo61F	Dmir_LOC108151201	Dpse_LOC4812524	XP_034658444.1	Dvir_XP_002047035.2	Dwil_XP_023033099.1
OG0010465	Ir56a	Dmir_LOC117190427	Dpse_LOC4804074	XP_034654647.1	Dvir_XP_015026278.2, Dvir_XP_032289596.1	
OG0010466	CG4115	Dmir_LOC108157538	Dpse_LOC4802621	XP_034664773.1	Dvir_XP_002053273.1	Dwil_XP_002070284.1
OG0010467	Atg2	Dmir_LOC108152143	Dpse_LOC4814001	XP_034655365.1	Dvir_XP_015023757.1	Dwil_XP_002069130.1
OG0010468	RhoGAP18B	Dmir_LOC108161591	Dpse_LOC6901742	XP_034650152.1	Dvir_XP_032295484.1	Dwil_XP_002071517.3
OG0010469	CG31211	Dmir_LOC108154266	Dpse_LOC4802574	XP_034660015.1	Dvir_XP_002053132.1	Dwil_XP_023035696.1
OG0010470	CG12680	Dmir_LOC108162621	Dpse_LOC4814913	XP_034657135.1	Dvir_XP_002057921.1	Dwil_XP_023036442.1
OG0010471	wupA	Dmir_LOC108153251	Dpse_LOC6901115	XP_034671857.1	Dvir_XP_032296683.1	Dwil_XP_023034938.1
OG0010472	DhpD	Dmir_LOC108155812	Dpse_LOC4802771	XP_034660462.1	Dvir_XP_002058716.1	Dwil_XP_002070460.1
OG0010473	ImpE2	Dmir_LOC108153405	Dpse_LOC4812384	XP_034658004.1	Dvir_XP_032290907.1	Dwil_XP_002068526.2
OG0010474	rin	Dmir_LOC108155134	Dpse_LOC6897419	XP_034665766.1	Dvir_XP_002053856.1	Dwil_XP_002073096.1
OG0010475	vir-1	Dmir_LOC108162678	Dpse_LOC4817021	XP_034667356.1	Dvir_XP_032293990.1	Dwil_XP_002065517.2
OG0010476	Nepl18	Dmir_LOC108154766	Dpse_LOC6896747	XP_034664135.1	Dvir_XP_002054360.2	Dwil_XP_002072023.1
OG0010477	CG5323	Dmir_LOC108158982	Dpse_LOC4804446	XP_034653074.1	Dvir_XP_002048752.1	Dwil_XP_002063536.2
OG0010478	PGRP-SD	Dmir_LOC108165281	Dpse_LOC4813090	XP_034658230.1	Dvir_XP_002048194.1	Dwil_XP_002069124.2
OG0010479	CG14701	Dmir_LOC108154224	Dpse_LOC4803152	XP_034662475.1	Dvir_XP_002053599.1	Dwil_XP_002070234.1
OG0010480	Cyp4d8	Dmir_LOC108151603	Dpse_LOC4813591	XP_034657164.1	Dvir_XP_002046668.2	Dwil_XP_002062160.1
OG0010481	CG7191	Dmir_LOC108162946	Dpse_LOC4816834	XP_034669882.1	Dvir_XP_002059234.1	Dwil_XP_023032427.1
OG0010482	H2.0	Dmir_LOC108161374	Dpse_LOC4817870	XP_034669122.1	Dvir_XP_032293565.1	Dwil_XP_023031756.1
OG0010483	Best4	Dmir_LOC108153781	Dpse_LOC4813601	XP_034656077.1	Dvir_XP_002048227.1	Dwil_XP_023033425.1
OG0010484	ZAP3	Dmir_LOC108157118	Dpse_LOC4814248	XP_034671411.1	Dvir_XP_002055773.1	Dwil_XP_023034844.1
OG0010485	eIF2Balpha	Dmir_LOC108154957	Dpse_LOC4800271	XP_034664056.1	Dvir_XP_002058401.2	Dwil_XP_002073352.1
OG0010486	Dsp1	Dmir_LOC108164526	Dpse_LOC4814544	XP_034671919.1	Dvir_XP_002055595.1	Dwil_XP_023034707.1
OG0010487	CG8910	Dmir_LOC108160743	Dpse_LOC4804180	XP_034650376.1	Dvir_XP_002048986.2	Dwil_XP_023037874.1
OG0010488	Chd64	Dmir_LOC108153159	Dpse_LOC4812638	XP_034655535.1	Dvir_XP_002046305.1	Dwil_XP_002068214.1
OG0010489	pHCl-2	Dmir_LOC108156234	Dpse_LOC4800719	XP_034663240.1	Dvir_XP_015026978.1	Dwil_XP_002072261.1
OG0010490	Ndc1	Dmir_LOC108156748	Dpse_LOC4801689	XP_034664201.1	Dvir_XP_002054365.1	Dwil_XP_002072013.1
OG0010491	CG1105	Dmir_LOC108155036	Dpse_LOC4802253	XP_034661814.1	Dvir_XP_002053677.1	Dwil_XP_002070813.1
OG0010492	CG14314	Dmir_LOC108155838	Dpse_LOC4803183	XP_034661032.1	Dvir_XP_002053564.1	Dwil_XP_002070021.1
OG0010493	Etf-QO	Dmir_LOC108158959	Dpse_LOC4804716	XP_034653595.1	Dvir_XP_015030192.1	Dwil_XP_002063741.1
OG0010494	ND-13A	Dmir_LOC108162226	Dpse_LOC4817019	XP_034666850.1	Dvir_XP_002052086.1	Dwil_XP_002066565.1
OG0010495	CG10347	Dmir_LOC108159197	Dpse_LOC4815269	XP_034670920.1	Dvir_XP_015025496.1	Dwil_XP_002071151.1
OG0010496	slmo	Dmir_LOC108162065	Dpse_LOC4818128	XP_034668508.1	Dvir_XP_002051450.1	Dwil_XP_002065340.1
OG0010497	Gmd	Dmir_LOC108161960	Dpse_LOC4816352	XP_034669343.1	Dvir_XP_002051940.2	Dwil_XP_002066634.1
OG0010498	wek	Dmir_LOC108156077	Dpse_LOC6897404	XP_034663642.1	Dvir_XP_002056270.1	Dwil_XP_002073911.3
OG0010499	nur	Dmir_LOC108161645	Dpse_LOC4817858	XP_034667260.1	Dvir_XP_002057856.1	Dwil_XP_002066539.1
OG0010500	CG3862	Dmir_LOC108162102	Dpse_LOC4817025	XP_034667092.1	Dvir_XP_002052875.2	Dwil_XP_002066718.1
OG0010501	CG9164	Dmir_LOC108165165	Dpse_LOC4815271	XP_034652621.1	Dvir_XP_002057382.1	Dwil_XP_023031058.1
OG0010502	Dbx	Dmir_LOC108153757	Dpse_LOC4813081	XP_034658178.1	Dvir_XP_002047151.2	Dwil_XP_002067782.2
OG0010503	CG12713	Dmir_LOC108153103	Dpse_LOC6900494	XP_034659366.1	Dvir_XP_002048677.1	Dwil_XP_002065893.1
OG0010504	ova	Dmir_LOC117188661	Dpse_LOC6899734	XP_034668087.1	Dvir_XP_032293883.1	Dwil_XP_023031551.1
OG0010505	Rh50	Dmir_LOC108153599	Dpse_LOC4811994	XP_034655178.1	Dvir_XP_002060063.1	Dwil_XP_002062533.1
OG0010506	MED6	Dmir_LOC108155368	Dpse_LOC4801509	XP_034663201.1	Dvir_XP_002054563.1	Dwil_XP_002070267.1
OG0010507	Cpr78Ca	Dmir_LOC108150842	Dpse_LOC6900874	XP_034656240.1	Dvir_XP_002048289.2	Dwil_XP_002068428.1
OG0010508	slou	Dmir_LOC108157762	Dpse_LOC4800645	XP_034663138.1	Dvir_XP_032295302.1	Dwil_XP_023036279.1
OG0010509	RpS3A	Dmir_LOC108164483	Dpse_LOC4811794	XP_034670395.1	Dvir_XP_002059671.1	Dwil_XP_002072567.1
OG0010510	Rbpn-5	Dmir_LOC108159325	Dpse_LOC4805527	XP_034653097.1	Dvir_XP_002050055.1	Dwil_XP_002074830.1
OG0010511	Nep2	Dmir_LOC108157341	Dpse_LOC4802713	XP_034664108.1	Dvir_XP_032290950.1	Dwil_XP_015032268.1
OG0010512	CG6893	Dmir_LOC108165344	Dpse_LOC4813033	XP_034658385.1	Dvir_XP_002048037.2	Dwil_XP_002068033.2
OG0010513	Ssdp	Dmir_LOC108156472	Dpse_LOC4803181	XP_034662025.1	Dvir_XP_032292793.1	Dwil_XP_002070023.1
OG0010514	vib	Dmir_LOC108157102	Dpse_LOC4803242	XP_034664291.1	Dvir_XP_015027147.1	Dwil_XP_023036169.1
OG0010515	beat-Ic	Dmir_LOC108163910	Dpse_LOC6902678	XP_034667561.1	Dvir_XP_002057538.2	Dwil_XP_002066993.2
OG0010516	laf	Dmir_LOC108157716	Dpse_LOC6897641	XP_034660966.1	Dvir_XP_002056640.1	Dwil_XP_002073286.1
OG0010517	GV1	Dmir_LOC108153586	Dpse_LOC4813593	XP_034659043.1	Dvir_XP_002046550.2	Dwil_XP_023033420.1
OG0010518	CG11309	Dmir_LOC108152257	Dpse_LOC4813644	XP_034656231.1	Dvir_XP_015030738.1	Dwil_XP_002068432.2
OG0010519	BthD	Dmir_LOC108152873	Dpse_LOC6901006	XP_034671275.1	Dvir_XP_032294990.1	Dwil_XP_002071559.1
OG0010520	mex1	Dmir_LOC108151045	Dpse_LOC4813818	XP_034656150.1	Dvir_XP_002048246.1	Dwil_XP_002074426.1
OG0010521	prd1	Dmir_LOC108155570	Dpse_LOC4802835	XP_034661558.1	Dvir_XP_032289490.1	Dwil_XP_023035902.1
OG0010522	Dad1	Dmir_LOC108162199	Dpse_LOC4817967	XP_034669472.1	Dvir_XP_002057561.1	Dwil_XP_002067160.1
OG0010523	Syx18	Dmir_LOC108154107	Dpse_LOC4802538	XP_034660044.1	Dvir_XP_002053382.1	Dwil_XP_002073802.1
OG0010524	srp	Dmir_LOC108154797	Dpse_LOC6897840	XP_034663864.1	Dvir_XP_032290332.1	Dwil_XP_023035425.1
OG0010525	CG32554	Dmir_LOC108154897	Dpse_LOC6901804	XP_034672253.1	Dvir_XP_002058084.1	Dwil_XP_002071377.1
OG0010526	Atxn7	Dmir_LOC108162650	Dpse_LOC4817190	XP_034670278.1	Dvir_XP_002051953.2	Dwil_XP_002064854.1
OG0010527	CG5162	Dmir_LOC108164973	Dpse_LOC4814550	XP_034665835.1	Dvir_XP_002059659.1	Dwil_XP_002071447.1
OG0010528	AsnRS-m	Dmir_LOC108159731	Dpse_LOC4804248	XP_034654048.1	Dvir_XP_002049313.1	Dwil_XP_002062671.1
OG0010529	CG8172	Dmir_LOC108160805	Dpse_LOC4804771	XP_034652192.1	Dvir_XP_002048700.2	Dwil_XP_002068835.2
OG0010530	CG11076	Dmir_LOC108164912	Dpse_LOC6901905	XP_034664884.1	Dvir_XP_002058303.1	Dwil_XP_002070878.1
OG0010531	CG9784	Dmir_LOC108162375	Dpse_LOC4814499	XP_034670681.1	Dvir_XP_015024204.2	Dwil_XP_015031930.1
OG0010532	Inos	Dmir_LOC108160041	Dpse_LOC4804173	XP_034651882.1	Dvir_XP_002049797.1	Dwil_XP_002063617.1
OG0010533	CG4835	Dmir_LOC108165317	Dpse_LOC4813711	XP_034655873.1	Dvir_XP_002047377.2	Dwil_XP_002062028.2
OG0010534	janA	Dmir_LOC108156373	Dpse_LOC4800256	XP_034664419.1	Dvir_XP_002056140.2	Dwil_XP_002072931.1
OG0010535	nSyb	Dmir_LOC108153019	Dpse_LOC6900118	XP_034659193.1	Dvir_XP_032290896.1	Dwil_XP_023033847.1
OG0010536	Fem-1	Dmir_LOC108158841	Dpse_LOC6898485	XP_034650200.1	Dvir_XP_002059446.3	Dwil_XP_002063051.2
OG0010537	AIF	Dmir_LOC108162320	Dpse_LOC4817078	XP_034668360.1	Dvir_XP_002051838.1	Dwil_XP_023031826.1
OG0010538	CG6015	Dmir_LOC108156243	Dpse_LOC4801960	XP_034660693.1	Dvir_XP_002053802.2	Dwil_XP_002073689.1
OG0010539	MED26	Dmir_LOC108164400	Dpse_LOC4811809	XP_034670535.1	Dvir_XP_015024084.1	Dwil_XP_002072626.2
OG0010540	Hexim	Dmir_LOC108157325	Dpse_LOC4801361	XP_034665349.1	Dvir_XP_002054268.1	Dwil_XP_002074070.1
OG0010541	Inx3	Dmir_LOC108155249	Dpse_LOC4801698	XP_034665491.1	Dvir_XP_002053959.3	Dwil_XP_002073149.1
OG0010542	melt	Dmir_LOC108152086	Dpse_LOC4813173	XP_034657692.1	Dvir_XP_002047211.3	Dwil_XP_002062439.2
OG0010543	CG30033	Dmir_LOC108158922	Dpse_LOC6898635	XP_034651771.1	Dvir_XP_002059861.1	Dwil_XP_023030532.1
OG0010544	ppk26	Dmir_LOC108150796	Dpse_LOC4813908	XP_034657974.1	Dvir_XP_002046662.1	Dwil_XP_002062155.1
OG0010545	CG31954	Dmir_LOC108162821	Dpse_LOC4816928	XP_034669584.1	Dvir_XP_002052544.1	Dwil_XP_002065433.1
OG0010546	TwdlT	Dmir_LOC108157047	Dpse_LOC4801127	XP_034665251.1	Dvir_XP_002053911.1	Dwil_XP_002070417.1
OG0010547	ey	Dmir_LOC108164499	Dpse_LOC4811806	XP_034670447.1	Dvir_XP_002059744.1	Dwil_XP_023035975.1
OG0010548	tup	Dmir_LOC108163709	Dpse_LOC4817289	XP_034666383.1	Dvir_XP_002051927.1	Dwil_XP_023031220.1
OG0010549	CG31345	Dmir_LOC108157792	Dpse_LOC4801423	XP_034660680.1	Dvir_XP_015026062.1	Dwil_XP_002070732.2
OG0010550	tmod	Dmir_LOC108155789	Dpse_LOC4800370	XP_034665698.1	Dvir_XP_032295362.1	Dwil_XP_015032137.1
OG0010551	LeuRS-m	Dmir_LOC108152922	Dpse_LOC4811887	XP_034656003.1	Dvir_XP_002060056.1	Dwil_XP_023036037.1
OG0010552	MEP-1	Dmir_LOC108152153	Dpse_LOC4814068	XP_034657227.1	Dvir_XP_032290269.1	Dwil_XP_002067847.3
OG0010553	Ilk	Dmir_LOC108153196	Dpse_LOC4813879	XP_034657168.1	Dvir_XP_002048278.1	Dwil_XP_002062126.1
OG0010554	CG12934	Dmir_LOC108160446, Dmir_LOC117187841	Dpse_LOC6898871	XP_034651818.1		Dwil_XP_002062837.1
OG0010555	osp	Dmir_LOC108162729	Dpse_LOC4818069	XP_034668837.1	Dvir_XP_032293690.1	Dwil_XP_023032244.1
OG0010556	Tsc1	Dmir_LOC108153938	Dpse_LOC4801772	XP_034661489.1	Dvir_XP_002058640.1	Dwil_XP_002070208.1
